0.32,0.19,9.14
0.33,0.14,9.18
0.32,0.17,9.14
0.33,0.15,9.22
0.28,0.15,9.22
0.29,0.07,9.14
0.34,0.14,9.32
0.31,0.2,9.22
0.3,0.16,9.26
0.31,0.13,9.21
0.28,0.15,9.09
0.36,0.19,9.21
0.29,0.14,9.18
0.32,0.2,9.24
0.29,0.15,9.26
0.36,0.2,9.17
0.24,0.15,9.17
0.28,0.14,9.19
0.39,0.22,9.13
0.26,0.14,9.19
0.33,0.11,9.23
0.3,0.12,9.21
0.3,0.19,9.12
0.26,0.15,9.12
0.31,0.2,9.21
0.28,0.16,9.19
0.34,0.11,9.22
0.32,0.1,9.24
0.31,0.18,9.22
0.29,0.15,9.17
0.27,0.11,9.08
0.3,0.18,9.12
0.32,0.12,9.2
0.34,0.21,9.06
0.3,0.18,9.14
0.28,0.09,9.08
0.29,0.16,9.18
0.31,0.12,9.17
0.24,0.21,9.21
0.34,0.19,9.16
0.31,0.19,9.16
0.36,0.11,9.1
0.27,0.16,9.22
0.35,0.19,9.22
0.34,0.19,9.21
0.36,0.15,9.22
0.28,0.12,9.17
0.33,0.07,9.21
0.29,0.16,9.13
0.35,0.19,9.21
0.32,0.16,9.16
0.26,0.19,9.12
0.36,0.16,9.14
0.28,0.19,9.15
0.27,0.14,9.17
0.31,0.15,9.15
0.27,0.12,9.1
0.31,0.16,9.22
0.32,0.15,9.17
0.34,0.15,9.17
0.32,0.17,9.21
0.26,0.17,9.14
0.34,0.12,9.27
0.25,0.11,9.11
0.3,0.21,9.22
0.29,0.16,9.17
0.34,0.23,9.15
0.28,0.22,9.12
0.3,0.18,9.19
0.32,0.15,9.17
0.26,0.1,9.19
0.39,0.16,9.23
0.35,0.16,9.21
0.31,0.18,9.15
0.35,0.14,9.13
0.32,0.16,9.25
0.29,0.21,9.19
0.29,0.09,9.17
0.34,0.19,9.12
0.28,0.11,9.17
0.27,0.13,9.16
0.27,0.15,9.21
0.28,0.13,9.16
0.37,0.16,9.19
0.31,0.15,9.15
0.33,0.2,9.17
0.29,0.19,9.18
0.3,0.15,9.22
0.29,0.18,9.16
0.31,0.14,9.18
0.35,0.17,9.18
0.34,0.15,9.08
0.3,0.18,9.22
0.35,0.16,9.11
0.29,0.14,9.13
0.36,0.22,9.23
0.31,0.14,9.18
0.34,0.18,9.14
0.35,0.15,9.19
0.31,0.1,9.24
0.33,0.17,9.21
0.34,0.15,9.18
0.33,0.19,9.23
0.3,0.11,9.11
0.3,0.2,9.21
0.29,0.15,9.13
0.3,0.17,9.23
0.32,0.16,9.1
0.29,0.22,9.16
0.34,0.17,9.21
0.35,0.1,9.11
0.29,0.17,9.25
0.31,0.13,9.12
0.28,0.17,9.15
0.36,0.2,9.25
0.32,0.11,9.16
0.32,0.14,9.21
0.31,0.1,9.2
0.3,0.16,9.21
0.33,0.19,9.17
0.34,0.11,9.08
0.33,0.13,9.13
0.25,0.25,9.12
0.31,0.18,9.32
0.28,0.12,9.2
0.35,0.19,9.15
0.33,0.1,9.14
0.33,0.17,9.14
0.3,0.17,9.24
0.3,0.16,9.17
0.32,0.18,9.15
0.31,0.15,9.18
0.27,0.15,9.17
0.38,0.15,9.14
0.28,0.18,9.23
0.35,0.15,9.17
0.3,0.17,9.22
0.4,0.17,9.19
0.31,0.14,9.19
0.3,0.19,9.08
0.33,0.11,9.09
0.26,0.13,9.14
0.34,0.13,9.13
0.24,0.08,9.15
0.34,0.19,9.17
0.33,0.12,9.14
0.34,0.17,9.18
0.25,0.19,9.14
0.27,0.18,9.1
0.33,0.14,9.21
0.33,0.14,9.2
0.27,0.11,9.19
0.29,0.16,9.06
0.33,0.17,9.22
0.35,0.18,9.18
0.25,0.2,9.25
0.38,0.21,9.19
0.3,0.12,9.17
0.3,0.15,9.2
0.3,0.14,9.25
0.32,0.15,9.18
0.33,0.23,9.2
0.33,0.14,9.13
0.32,0.13,9.14
0.32,0.14,9.13
0.27,0.16,9.24
0.3,0.14,9.19
0.3,0.14,9.12
0.34,0.09,9.09
0.28,0.16,9.2
0.3,0.19,9.12
0.35,0.1,9.18
0.32,0.15,9.11
0.29,0.13,9.07
0.26,0.16,9.12
0.3,0.08,9.19
0.33,0.11,9.15
0.3,0.14,9.2
0.29,0.17,9.16
0.3,0.2,9.18
0.34,0.21,9.16
0.32,0.14,9.05
0.34,0.13,9.17
0.27,0.13,9.26
0.32,0.2,9.12
0.28,0.14,9.15
0.31,0.19,9.14
0.34,0.16,9.22
0.27,0.14,9.1
0.31,0.14,9.11
0.34,0.12,9.23
0.3,0.15,9.24
0.32,0.15,9.16
0.27,0.17,9.11
0.28,0.16,9.26
0.26,0.13,9.19
0.34,0.18,9.16
0.34,0.14,9.16
0.22,0.15,9.13
0.28,0.17,9.22
0.31,0.14,9.12
0.34,0.17,9.21
0.37,0.17,9.1
0.28,0.1,9.16
0.37,0.22,9.12
0.34,0.19,9.15
0.31,0.14,9.22
0.3,0.19,9.14
0.26,0.15,9.16
0.39,0.21,9.17
0.25,0.17,9.2
0.35,0.17,9.14
0.37,0.12,9.1
0.32,0.15,9.19
0.41,0.21,9.12
